utt_id,child_id,session_id,utterance,utterance_clean,word_count,morph_count,utt_syllables_basic,utt_syllables_lenient,utt_syllables_strictY,utt_syllables_le,n_alpha_words,source_group,file,line_no
21084,Lily,22,it's hard .,it's hard.,2,3,2,2,2,2,2,,Lily/011022.cha,2948
21085,Lily,22,you +//.,you.,1,2,1,1,1,1,1,,Lily/011022.cha,2957
21086,Lily,22,do you want Mommy to help you .,do you want Mommy to help you.,7,7,8,8,8,8,7,,Lily/011022.cha,2960
21087,Lily,22,do you want Mommy to help you ?,do you want Mommy to help you?,7,7,8,8,8,8,7,,Lily/011022.cha,2968
21088,Lily,22,"I know , it is hard .",I know it is hard.,5,6,5,5,5,5,5,,Lily/011022.cha,2976
21089,Lily,22,do you want me to help you ?,do you want me to help you?,7,7,7,7,7,7,7,,Lily/011022.cha,2982
21090,Lily,22,"look , if you put her legs +//.",look if you put her legs.,6,9,6,6,6,6,6,,Lily/011022.cha,2985
21091,Lily,22,"okay , okay try and put it on her then .",okay okay try and put it on her then.,9,10,11,11,13,11,9,,Lily/011022.cha,2993
21092,Lily,22,"oh , good job honey . 1554988_1562588",oh good job honey.,4,5,5,5,6,5,4,,Lily/011022.cha,2996
21093,Lily,22,excellent . 1562588_1566413,excellent.,1,1,3,3,3,3,1,,Lily/011022.cha,2999
21094,Lily,22,"hey , she got Polly pocket's pants on .",hey she got Polly pocket's pants on.,7,10,9,9,9,9,7,,Lily/011022.cha,3002
21095,Lily,22,yep [: yes] .,yep.,1,1,1,1,1,1,1,,Lily/011022.cha,3008
21096,Lily,22,"the new , the new package that my Mom sent the clothes are much easier to take on and put o(ff) +//. 1570000_1576193",the new the new package that my Mom sent the clothes are much easier to take on and put o.,20,23,23,25,23,23,20,,Lily/011022.cha,3017
21097,Lily,22,to put on and take off .,to put on and take off.,6,6,6,7,6,6,6,,Lily/011022.cha,3020
21098,Lily,22,they're very very slippery and a little looser .,they're very very slippery and a little looser.,8,9,13,15,13,14,8,,Lily/011022.cha,3028
21099,Lily,22,okay let Mama put the coat on .,okay let Mama put the coat on.,7,7,9,9,10,9,7,,Lily/011022.cha,3031
21100,Lily,22,good job with the pants sweetie . 1581593_1584676,good job with the pants sweetie.,6,6,6,7,6,6,6,,Lily/011022.cha,3034
21101,Lily,22,goo:d job . 1584676_1589656,goo:d job.,3,2,3,3,3,3,3,,Lily/011022.cha,3037
21102,Lily,22,you:'re great . 1589656_1592806,you:'re great.,3,3,3,3,3,3,3,,Lily/011022.cha,3040
21103,Lily,22,oh Lily I hope you don't take your fashion sense from Polly pockets because they are grossly under dressed . 1592806_1604461,oh Lily I hope you don't take your fashion sense from Polly pockets because they are grossly under dressed.,19,21,27,31,28,27,19,,Lily/011022.cha,3043
21104,Lily,22,"okay , how's [: how does] she look ? 1604461_1609226",okay how's she look?,4,6,5,5,6,5,4,,Lily/011022.cha,3046
21105,Lily,22,pants on . 1611881_1613383,pants on.,2,2,2,2,2,2,2,,Lily/011022.cha,3054
21106,Lily,22,yeah this Polly pocket's a little hard . 1613383_1615573,yeah this Polly pocket's a little hard.,7,8,9,10,9,10,7,,Lily/011022.cha,3057
21107,Lily,22,"yes , it's difficult . 1616531_1618255",yes it's difficult.,3,5,5,5,5,5,3,,Lily/011022.cha,3065
21108,Lily,22,and the coat too .,and the coat too.,4,4,4,4,4,4,4,,Lily/011022.cha,3073
21109,Lily,22,"whoopsie , there goes the stool .",whoopsie there goes the stool.,5,6,5,7,5,5,5,,Lily/011022.cha,3076
21110,Lily,22,there goes the stool . 1630853_1632858,there goes the stool.,4,4,4,5,4,4,4,,Lily/011022.cha,3089
21111,Lily,22,there you go sweetie . 1634510_1644258,there you go sweetie.,4,4,4,6,4,4,4,,Lily/011022.cha,3095
21112,Lily,22,look at that . 1646748_1647828,look at that.,3,3,3,3,3,3,3,,Lily/011022.cha,3103
21113,Lily,22,"oh , sweetie pie , lemme [: let me] , you want me to help you with your stool ?",oh sweetie pie lemme you want me to help you with your stool?,13,17,13,15,13,13,13,,Lily/011022.cha,3111
21114,Lily,22,"lemme [: let me] push it back a little bit , there you go .",lemme push it back a little bit there you go.,10,12,10,13,10,11,10,,Lily/011022.cha,3114
21115,Lily,22,yay . 1653055_1655950,yay.,1,1,1,1,1,1,1,,Lily/011022.cha,3117
21116,Lily,22,that's terrific . 1655950_1658345,that's terrific.,2,3,4,4,4,4,2,,Lily/011022.cha,3120
21117,Lily,22,"mm , Polly pockets are kissing , that's nice . 1660940_1664656",mm Polly pockets are kissing that's nice.,7,10,10,11,10,10,7,,Lily/011022.cha,3128
21118,Lily,22,they're on the street ? 1671730_1673256,they're on the street?,4,5,4,5,4,4,4,,Lily/011022.cha,3142
21119,Lily,22,they're holding hands ?,they're holding hands?,3,4,4,5,4,4,3,,Lily/011022.cha,3150
21120,Lily,22,"oh , xxx they are holding hands , look at that , that's very nice .",oh they are holding hands look at that that's very nice.,11,15,13,14,14,13,11,,Lily/011022.cha,3158
21121,Lily,22,"oh sweetie , careful . 1687053_1693528",oh sweetie careful.,3,4,5,6,5,5,3,,Lily/011022.cha,3167
21122,Lily,22,"oh , good sitting .",oh good sitting.,3,5,4,4,4,4,3,,Lily/011022.cha,3170
21123,Lily,22,yay .,yay.,1,1,1,1,1,1,1,,Lily/011022.cha,3176
21124,Lily,22,wee .,wee.,1,1,1,1,1,1,1,,Lily/011022.cha,3184
21125,Lily,22,good job honey . 1702316_1705853,good job honey.,3,3,4,4,5,4,3,,Lily/011022.cha,3188
21126,Lily,22,"oh , look , this foot goes up here .",oh look this foot goes up here.,7,9,7,8,7,7,7,,Lily/011022.cha,3191
21127,Lily,22,and then you turn with your hands . 1705853_1707678,and then you turn with your hands.,7,7,7,7,7,7,7,,Lily/011022.cha,3194
21128,Lily,22,you want me to hold Polly pockets ?,you want me to hold Polly pockets?,7,7,9,9,9,9,7,,Lily/011022.cha,3200
21129,Lily,22,is easier to turn (.) if you have two hands .,is easier to turn if you have two hands.,9,9,10,11,10,10,9,,Lily/011022.cha,3203
21130,Lily,22,very good .,very good.,2,2,3,3,3,3,2,,Lily/011022.cha,3206
21131,Lily,22,"okay , now turn .",okay now turn.,3,4,4,4,5,4,3,,Lily/011022.cha,3210
21132,Lily,22,okay that foot goes up there honey . 1715173_1721858,okay that foot goes up there honey.,7,7,9,10,11,9,7,,Lily/011022.cha,3213
21133,Lily,22,"yeah , very good .",yeah very good.,3,4,4,4,4,4,3,,Lily/011022.cha,3216
21134,Lily,22,"wait , this foot stays up here .",wait this foot stays up here.,6,7,6,7,6,6,6,,Lily/011022.cha,3219
21135,Lily,22,okay . 1721858_1722368,okay.,1,1,2,2,3,2,1,,Lily/011022.cha,3222
21136,Lily,22,"wee , very good .",wee very good.,3,4,4,4,4,4,3,,Lily/011022.cha,3230
21137,Lily,22,you know we bought one of those for Tamar . 1728128_1731766,you know we bought one of those for Tamar.,9,10,10,11,10,10,9,,Lily/011022.cha,3237
21138,Lily,22,do you think she'll like it ? 1731766_1732916,do you think she'll like it?,6,7,6,7,6,6,6,,Lily/011022.cha,3240
21139,Lily,22,what ?,what?,1,1,1,1,1,1,1,,Lily/011022.cha,3248
21140,Lily,22,I think she'll like it . 1735011_1738175,I think she'll like it.,5,6,5,6,5,5,5,,Lily/011022.cha,3251
21141,Lily,22,"yes , Lily has Polly pockets . 1742045_1743971",yes Lily has Polly pockets.,5,6,8,8,8,8,5,,Lily/011022.cha,3259
21142,Lily,22,"mm , one for Tamar and one for Lily ? 1752606_1755778",mm one for Tamar and one for Lily?,8,9,10,10,10,10,8,,Lily/011022.cha,3267
21143,Lily,22,"&~aw that's nice honey , but you can keep Polly pockets for yourself .",that's nice honey but you can keep Polly pockets for yourself.,11,13,15,16,16,15,11,,Lily/011022.cha,3275
21144,Lily,22,"we bought the Sit_N_Spin for Tamar , not the Polly pockets .",we bought the Sit_N_Spin for Tamar not the Polly pockets.,12,12,15,15,15,15,12,,Lily/011022.cha,3286
21145,Lily,22,(be)cause I know how attached you are to your pockets . 1763438_1765613,cause I know how attached you are to your pockets.,10,11,13,14,13,13,10,,Lily/011022.cha,3289
21146,Lily,22,"&~aw thank you , to Tamar's Mommy ?",thank you to Tamar's Mommy?,5,7,7,7,7,7,5,,Lily/011022.cha,3297
21147,Lily,22,that's very nice honey .,that's very nice honey.,4,5,6,7,7,6,4,,Lily/011022.cha,3305
21148,Lily,22,thank you .,thank you.,2,2,2,2,2,2,2,,Lily/011022.cha,3313
21149,Lily,22,that's very nice . 1784465_1786110,that's very nice.,3,4,4,5,4,4,3,,Lily/011022.cha,3316
21150,Lily,22,do [/] do [/] do [/] do [/] do [/] do . 1786110_1795306,do do do do do do.,6,1,6,6,6,6,6,,Lily/011022.cha,3319
21151,Lily,22,op . 1795306_1796790,op.,1,1,1,1,1,1,1,,Lily/011022.cha,3323
21152,Lily,22,oh . 1801815_1803811,oh.,1,1,1,1,1,1,1,,Lily/011022.cha,3336
21153,Lily,22,Percy .,Percy.,1,1,2,2,2,2,1,,Lily/011022.cha,3344
21154,Lily,22,Percy .,Percy.,1,1,2,2,2,2,1,,Lily/011022.cha,3350
21155,Lily,22,you wanna go get Percy ?,you wanna go get Percy?,5,6,7,7,7,7,5,,Lily/011022.cha,3359
21156,Lily,22,mm .,mm.,1,1,1,1,1,1,1,,Lily/011022.cha,3368
21157,Lily,22,do [/] do [/] do [/] do [/] do [/] do [/] do [/] do [/] do [/] do [/] do [/] do . 1818000_1826843,do do do do do do do do do do do do.,12,1,12,12,12,12,12,,Lily/011022.cha,3371
21158,Lily,22,let's see . 1826843_1828770,let's see.,2,3,2,2,2,2,2,,Lily/011022.cha,3375
21159,Lily,22,do [/] do [/] do [/] do [/] do . 1828770_1831523,do do do do do.,5,1,5,5,5,5,5,,Lily/011022.cha,3378
21160,Lily,22,do [/] do [/] do [/] do [/] do [/] do [/] do [/] do [/] do . 1831523_1834568,do do do do do do do do do.,9,1,9,9,9,9,9,,Lily/011022.cha,3382
21161,Lily,22,sweetie wanna come read a book with me ? 1834568_1842503,sweetie wanna come read a book with me?,8,9,9,11,9,9,8,,Lily/011022.cha,3386
21162,Lily,22,okay . 1843916_1844858,okay.,1,1,2,2,3,2,1,,Lily/011022.cha,3394
21163,Lily,22,yes .,yes.,1,1,1,1,1,1,1,,Lily/011022.cha,3407
21164,Lily,22,okay .,okay.,1,1,2,2,3,2,1,,Lily/011022.cha,3415
21165,Lily,22,you wanna +//. 1853586_1856811,you wanna.,2,4,3,3,3,3,2,,Lily/011022.cha,3418
21166,Lily,22,can you go pick Percy up honey ?,can you go pick Percy up honey?,7,7,9,9,10,9,7,,Lily/011022.cha,3421
21167,Lily,22,so no one falls down on him ?,so no one falls down on him?,7,7,7,7,7,7,7,,Lily/011022.cha,3424
21168,Lily,22,"you wanna sit on the rocking chair with me , nd we'll read a book ? 1859786_1865631",you wanna sit on the rocking chair with me nd we'll read a book?,14,18,16,16,16,16,14,,Lily/011022.cha,3432
21169,Lily,22,okay .,okay.,1,1,2,2,3,2,1,,Lily/011022.cha,3440
21170,Lily,22,and put the phone back .,and put the phone back.,5,5,5,6,5,5,5,,Lily/011022.cha,3451
21171,Lily,22,xxx little bowl .,little bowl.,2,2,2,3,2,3,2,,Lily/011022.cha,3459
21172,Lily,22,okay . 1877120_1879128,okay.,1,1,2,2,3,2,1,,Lily/011022.cha,3462
21173,Lily,22,can Mommy sit next_to you ? 1879128_1882121,can Mommy sit next_to you?,6,5,7,7,7,7,6,,Lily/011022.cha,3465
21174,Lily,22,"no , we hafta keep the backpack on sweetie pie .",no we hafta keep the backpack on sweetie pie.,9,10,11,12,11,11,9,,Lily/011022.cha,3473
21175,Lily,22,(o)kay ? 1887056_1889265,kay?,1,1,1,1,1,1,1,,Lily/011022.cha,3476
21176,Lily,22,can Mommy sit next_to you ?,can Mommy sit next_to you?,6,5,7,7,7,7,6,,Lily/011022.cha,3479
21177,Lily,22,should we read this one ? 1891126_1894368,should we read this one?,5,5,5,5,5,5,5,,Lily/011022.cha,3483
21178,Lily,22,okay .,okay.,1,1,2,2,3,2,1,,Lily/011022.cha,3491
21179,Lily,22,hm: [/] hm: [/] hm: [/] hm: [/] hm: [/] hm: . 1895746_1905253,hm hm hm hm hm hm.,6,1,6,6,6,6,6,,Lily/011022.cha,3494
21180,Lily,22,hm [/] hm [/] hm [/] hm [/] hm [/] hm .,hm hm hm hm hm hm.,6,1,6,6,6,6,6,,Lily/011022.cha,3503
21181,Lily,22,the night Max wore his wolf suit and made mischief of one kind +... 1910725_1918550,the night Max wore his wolf suit and made mischief of one kind.,13,16,14,16,14,14,13,,Lily/011022.cha,3512
21182,Lily,22,and another .,and another.,2,2,4,4,4,4,2,,Lily/011022.cha,3515
21183,Lily,22,he's trying to catch the puppy .,he's trying to catch the puppy.,6,7,7,7,7,7,6,,Lily/011022.cha,3523
21184,Lily,22,oh no .,oh no.,2,2,2,2,2,2,2,,Lily/011022.cha,3531
21185,Lily,22,his mother called him wild thing and Max said I'll eat you up . 1925115_1929115,his mother called him wild thing and Max said I'll eat you up.,13,17,15,15,15,15,13,,Lily/011022.cha,3534
21186,Lily,22,so he was sent to bed without eating anything . 1929115_1932971,so he was sent to bed without eating anything.,9,11,13,13,12,13,9,,Lily/011022.cha,3537
21187,Lily,22,oh no .,oh no.,2,2,2,2,2,2,2,,Lily/011022.cha,3545
21188,Lily,22,that very night in Max's room a forest grew . 1935078_1939796,that very night in Max's room a forest grew.,9,11,11,11,11,11,9,,Lily/011022.cha,3548
21189,Lily,22,and grew +... 1939796_1942813,and grew.,2,4,2,2,2,2,2,,Lily/011022.cha,3551
21190,Lily,22,and grew until his ceiling hung with vines and his walls became the world all around . 1942813_1950240,and grew until his ceiling hung with vines and his walls became the world all around.,16,20,21,22,21,21,16,,Lily/011022.cha,3554
21191,Lily,22,and an ocean tumbled by with a private boat for Max and he sailed off through night and day . 1950240_1958145,and an ocean tumbled by with a private boat for Max and he sailed off through night and day.,19,21,23,24,23,23,19,,Lily/011022.cha,3557
21192,Lily,22,what's he doing ? 1958145_1959596,what's he doing?,3,4,3,3,3,3,3,,Lily/011022.cha,3560
21193,Lily,22,he's in a boat .,he's in a boat.,4,5,4,4,4,4,4,,Lily/011022.cha,3568
21194,Lily,22,and in and out_of weeks and almost over a year to where the wild things are . 1963260_1968946,and in and out_of weeks and almost over a year to where the wild things are.,17,16,19,20,19,19,17,,Lily/011022.cha,3571
21195,Lily,22,wow .,wow.,1,1,1,1,1,1,1,,Lily/011022.cha,3579
21196,Lily,22,and when he came to the place where the wild things are they roared their terrible roars and they gnashed their terrible teeth and they rolled their terrible eyes and they showed their terrible claws . 1971775_1981841,and when he came to the place where the wild things are they roared their terrible roars and they gnashed their terrible teeth and they rolled their terrible eyes and they showed their terrible claws.,35,40,43,50,48,47,35,,Lily/011022.cha,3582
21197,Lily,22,do you think they're scary ? 1982773_1984413,do you think they're scary?,5,6,6,7,6,6,5,,Lily/011022.cha,3587
21198,Lily,22,do you think they're funny ?,do you think they're funny?,5,6,6,7,6,6,5,,Lily/011022.cha,3595
21199,Lily,22,till Max said be still . 1988193_1991838,till Max said be still.,5,6,5,5,5,5,5,,Lily/011022.cha,3605
21200,Lily,22,and tamed them with the magic trick of staring into their yellow eyes without blinking once . 1991838_1997076,and tamed them with the magic trick of staring into their yellow eyes without blinking once.,16,18,23,24,24,23,16,,Lily/011022.cha,3608
21201,Lily,22,and they were frightened and called him the most wild thing of all . 1997076_2001520,and they were frightened and called him the most wild thing of all.,13,17,16,17,17,16,13,,Lily/011022.cha,3611
21202,Lily,22,and made him king of all wild things .,and made him king of all wild things.,8,10,8,9,8,8,8,,Lily/011022.cha,3614
21203,Lily,22,that's a chicken wild thing . 2006891_2008313,that's a chicken wild thing.,5,7,6,6,6,6,5,,Lily/011022.cha,3622
21204,Lily,22,yes .,yes.,1,1,1,1,1,1,1,,Lily/011022.cha,3630
21205,Lily,22,bock@o bock@o bock@o bock@o bock@o .,bock bock bock bock bock.,5,5,5,5,5,5,5,,Lily/011022.cha,3638
21206,Lily,22,do you see any other +//? 2012553_2015500,do you see any other?,5,6,6,6,6,6,5,,Lily/011022.cha,3641
21207,Lily,22,what other animals do you see ?,what other animals do you see?,6,6,9,9,9,9,6,,Lily/011022.cha,3644
21208,Lily,22,oh yes . 2015500_2021010,oh yes.,2,2,2,2,2,2,2,,Lily/011022.cha,3647
21209,Lily,22,"which , what animal does this one look like ?",which what animal does this one look like?,8,9,10,11,10,10,8,,Lily/011022.cha,3650
21210,Lily,22,he does look like a cow .,he does look like a cow.,6,6,6,7,6,6,6,,Lily/011022.cha,3658
21211,Lily,22,you're right . 2023476_2024145,you're right.,2,3,2,3,2,2,2,,Lily/011022.cha,3661
21212,Lily,22,"and now , cried Max , let the wild rumpus begin . 2024145_2028395",and now cried Max let the wild rumpus begin.,9,12,11,11,11,11,9,,Lily/011022.cha,3664
21213,Lily,22,and they danced by the light of the moon . 2028395_2031570,and they danced by the light of the moon.,9,10,10,10,11,10,9,,Lily/011022.cha,3667
21214,Lily,22,and they hung from the trees . 2031570_2035386,and they hung from the trees.,6,7,6,6,7,6,6,,Lily/011022.cha,3670
21215,Lily,22,and they had their wild thing parade . 2035386_2039595,and they had their wild thing parade.,7,9,8,9,9,8,7,,Lily/011022.cha,3673
21216,Lily,22,"now stop Max said , and sent the wild things to bed without their supper . 2039595_2045330",now stop Max said and sent the wild things to bed without their supper.,14,17,16,16,16,16,14,,Lily/011022.cha,3676
21217,Lily,22,"and Max , the king of all wild things , was lonely . 2045330_2049800",and Max the king of all wild things was lonely.,10,14,12,12,12,12,10,,Lily/011022.cha,3679
21218,Lily,22,and wanted to be where someone loved him best of all . 2049800_2053208,and wanted to be where someone loved him best of all.,11,14,14,16,14,15,11,,Lily/011022.cha,3682
21219,Lily,22,and all around from far away across the world he smelled good things to eat . 2053208_2062321,and all around from far away across the world he smelled good things to eat.,15,16,19,19,20,19,15,,Lily/011022.cha,3685
21220,Lily,22,so he gave up being king of where the wild things are .,so he gave up being king of where the wild things are.,12,14,12,14,12,12,12,,Lily/011022.cha,3688
21221,Lily,22,"but the wild things cried oh please don't go , we'll eat you up we love you so . 2062321_2069258",but the wild things cried oh please don't go we'll eat you up we love you so.,17,21,17,19,17,17,17,,Lily/011022.cha,3691
21222,Lily,22,and Max said no .,and Max said no.,4,5,4,4,4,4,4,,Lily/011022.cha,3694
21223,Lily,22,the wild things roared their terrible roars and gnashed their terrible teeth and rolled their terrible eyes and showed their terrible claws . 2069258_2077210,the wild things roared their terrible roars and gnashed their terrible teeth and rolled their terrible eyes and showed their terrible claws.,22,26,30,34,31,34,22,,Lily/011022.cha,3697
21224,Lily,22,but Max stepped into his private boat and waved goodbye . 2077210_2080771,but Max stepped into his private boat and waved goodbye.,10,12,14,16,14,14,10,,Lily/011022.cha,3700
21225,Lily,22,byebye . 2081970_2082698,byebye.,1,1,1,2,1,1,1,,Lily/011022.cha,3708
21226,Lily,22,and sailed back over a year and in and out_of weeks and through a day +... 2083381_2088043,and sailed back over a year and in and out_of weeks and through a day.,16,17,18,18,18,18,16,,Lily/011022.cha,3716
21227,Lily,22,and into the night of his very own room where he found his supper waiting for him . 2088043_2094676,and into the night of his very own room where he found his supper waiting for him.,17,19,21,22,21,21,17,,Lily/011022.cha,3719
21228,Lily,22,and it was still +... 2094676_2097490,and it was still.,4,6,4,4,4,4,4,,Lily/011022.cha,3722
21229,Lily,22,hot .,hot.,1,1,1,1,1,1,1,,Lily/011022.cha,3730
21230,Lily,22,very good . 2099233_2100658,very good.,2,2,3,3,3,3,2,,Lily/011022.cha,3735
21231,Lily,22,do you wanna read your snow book honey ?,do you wanna read your snow book honey?,8,9,10,10,11,10,8,,Lily/011022.cha,3738
21232,Lily,22,the skies are grey . 2112561_2115058,the skies are grey.,4,4,4,4,5,4,4,,Lily/011022.cha,3749
21233,Lily,22,the roof tops are grey . 2115058_2117090,the roof tops are grey.,5,5,5,5,6,5,5,,Lily/011022.cha,3752
21234,Lily,22,the whole city is grey . 2117090_2119343,the whole city is grey.,5,5,6,7,7,6,5,,Lily/011022.cha,3755
21235,Lily,22,and then +... 2119343_2121730,and then.,2,3,2,2,2,2,2,,Lily/011022.cha,3758
21236,Lily,22,what's that ? 2121730_2123655,what's that?,2,3,2,2,2,2,2,,Lily/011022.cha,3761
21237,Lily,22,what's that ? 2127715_2130806,what's that?,2,3,2,2,2,2,2,,Lily/011022.cha,3769
21238,Lily,22,is in a snowf(lake) +/.,is in a snowf.,4,5,4,4,4,4,4,,Lily/011022.cha,3780
21239,Lily,22,is it a snowflake ? 2136331_2137608,is it a snowflake?,4,4,5,6,5,5,4,,Lily/011022.cha,3786
21240,Lily,22,"you're right , it's in the sky and it's it's white . 2142205_2145741",you're right it's in the sky and it's it's white.,10,15,10,12,10,10,10,,Lily/011022.cha,3794
21241,Lily,22,it's a snowflake .,it's a snowflake.,3,4,4,5,4,4,3,,Lily/011022.cha,3797
21242,Lily,22,it's snowing said the boy with the dog . 2145741_2151290,it's snowing said the boy with the dog.,8,10,9,9,9,9,8,,Lily/011022.cha,3800
21243,Lily,22,it's only a snowflake said the grandfather with the beard . 2151290_2155081,it's only a snowflake said the grandfather with the beard.,10,12,14,15,14,14,10,,Lily/011022.cha,3803
21244,Lily,22,then +...,then.,1,2,1,1,1,1,1,,Lily/011022.cha,3809
21245,Lily,22,who's that ? 2157475_2158298,who's that?,2,3,2,2,2,2,2,,Lily/011022.cha,3812
21246,Lily,22,who's that ? 2159513_2160675,who's that?,2,3,2,2,2,2,2,,Lily/011022.cha,3818
21247,Lily,22,is that a woman ? 2162161_2163073,is that a woman?,4,4,5,5,5,5,4,,Lily/011022.cha,3824
21248,Lily,22,"n:o , who is that ?",n:o who is that?,5,5,5,5,5,5,5,,Lily/011022.cha,3832
21249,Lily,22,is that a puppy ?,is that a puppy?,4,4,5,5,5,5,4,,Lily/011022.cha,3835
21250,Lily,22,"no , who's that ?",no who's that?,3,5,3,3,3,3,3,,Lily/011022.cha,3843
21251,Lily,22,is it a tree ? 2174941_2180443,is it a tree?,4,4,4,4,4,4,4,,Lily/011022.cha,3851
21252,Lily,22,no .,no.,1,1,1,1,1,1,1,,Lily/011022.cha,3859
21253,Lily,22,is it (.) a house ? 2182818_2184835,is it a house?,4,4,4,5,4,4,4,,Lily/011022.cha,3864
21254,Lily,22,"no , who is that ?",no who is that?,4,5,4,4,4,4,4,,Lily/011022.cha,3872
21255,Lily,22,is it a man ? 2189793_2192838,is it a man?,4,4,4,4,4,4,4,,Lily/011022.cha,3880
21256,Lily,22,"yes , and what's the man wearing ?",yes and what's the man wearing?,6,9,7,7,7,7,6,,Lily/011022.cha,3888
21257,Lily,22,"it's the man with the big hat , you're right .",it's the man with the big hat you're right.,9,12,9,10,9,9,9,,Lily/011022.cha,3896
21258,Lily,22,and he has boots on too .,and he has boots on too.,6,6,6,6,6,6,6,,Lily/011022.cha,3904
21259,Lily,22,wow .,wow.,1,1,1,1,1,1,1,,Lily/011022.cha,3912
21260,Lily,22,then two snowflakes fell . 2209450_2212280,then two snowflakes fell.,4,5,6,6,6,6,4,,Lily/011022.cha,3915
21261,Lily,22,it's snowing said the boy with the dog . 2212280_2214686,it's snowing said the boy with the dog.,8,10,9,9,9,9,8,,Lily/011022.cha,3918
21262,Lily,22,"one two , we're only up to two . 2216008_2218030",one two we're only up to two.,7,9,8,9,8,8,7,,Lily/011022.cha,3926
21263,Lily,22,it's nothing said the man with the hat . 2218030_2220230,it's nothing said the man with the hat.,8,10,9,9,9,9,8,,Lily/011022.cha,3929
21264,Lily,22,then +...,then.,1,2,1,1,1,1,1,,Lily/011022.cha,3932
21265,Lily,22,"how many , wanna count them ?",how many wanna count them?,5,7,7,7,7,7,5,,Lily/011022.cha,3940
21266,Lily,22,three .,three.,1,1,1,1,1,1,1,,Lily/011022.cha,3948
21267,Lily,22,xxx then four . 2228160_2229581,then four.,2,2,2,2,2,2,2,,Lily/011022.cha,3956
21268,Lily,22,it'll melt sa(id) +//.,it'll melt sa.,3,6,3,3,3,3,3,,Lily/011022.cha,3967
21269,Lily,22,right .,right.,1,1,1,1,1,1,1,,Lily/011022.cha,3970
21270,Lily,22,what's the woman carrying ? 2232295_2233510,what's the woman carrying?,4,5,6,6,6,6,4,,Lily/011022.cha,3973
21271,Lily,22,a few snowflakes float down and melt . 2238541_2245875,a few snowflakes float down and melt.,7,7,9,9,9,9,7,,Lily/011022.cha,3981
21272,Lily,22,"but as_soon_as one melts , another takes its place .",but as_soon_as one melts another takes its place.,10,9,13,14,13,13,10,,Lily/011022.cha,3984
21273,Lily,22,"no snow , said the +... 2245875_2248341",no snow said the.,4,7,4,4,4,4,4,,Lily/011022.cha,3987
21274,Lily,22,what's that ?,what's that?,2,3,2,2,2,2,2,,Lily/011022.cha,3990
21275,Lily,22,what's that ? 2250093_2250943,what's that?,2,3,2,2,2,2,2,,Lily/011022.cha,3996
21276,Lily,22,is that the tv ? 2251998_2253213,is that the tv?,4,4,4,4,4,4,4,,Lily/011022.cha,4002
21277,Lily,22,no .,no.,1,1,1,1,1,1,1,,Lily/011022.cha,4010
21278,Lily,22,is that the radio ? 2259910_2261540,is that the radio?,4,4,5,5,5,5,4,,Lily/011022.cha,4018
21279,Lily,22,yes .,yes.,1,1,1,1,1,1,1,,Lily/011022.cha,4026
21280,Lily,22,"no snow , said the radio .",no snow said the radio.,5,7,6,6,6,6,5,,Lily/011022.cha,4029
21281,Lily,22,no snow said the television .,no snow said the television.,5,6,8,8,8,8,5,,Lily/011022.cha,4032
21282,Lily,22,"that's the tv , right , you know that one well .",that's the tv right you know that one well.,9,12,9,9,9,9,9,,Lily/011022.cha,4040
21283,Lily,22,but snowflakes don't listen to radio and they don't watch television . 2270318_2274303,but snowflakes don't listen to radio and they don't watch television.,11,13,18,18,19,18,11,,Lily/011022.cha,4045
21284,Lily,22,all snowflakes know is snow snow and snow . 2274303_2279175,all snowflakes know is snow snow and snow.,8,8,10,10,10,10,8,,Lily/011022.cha,4048
21285,Lily,22,snowflakes keep coming and coming and coming . 2279175_2283095,snowflakes keep coming and coming and coming.,7,10,12,12,12,12,7,,Lily/011022.cha,4051
21286,Lily,22,"circling and swirling , spinning and twirling , dancing and playing , here and there .",circling and swirling spinning and twirling dancing and playing here and there.,12,15,17,19,18,17,12,,Lily/011022.cha,4054
21287,Lily,22,who do you see ? 2290148_2291208,who do you see?,4,4,4,4,4,4,4,,Lily/011022.cha,4061
21288,Lily,22,who is that ?,who is that?,3,3,3,3,3,3,3,,Lily/011022.cha,4064
21289,Lily,22,"that's , xxx that's mother goose with the hat . 2296430_2298808",that's that's mother goose with the hat.,7,10,8,9,8,8,7,,Lily/011022.cha,4072
21290,Lily,22,mhm .,mhm.,1,1,1,1,1,1,1,,Lily/011022.cha,4080
21291,Lily,22,and the mother goose is wearing boots too ? 2304926_2307261,and the mother goose is wearing boots too?,8,8,10,11,10,10,8,,Lily/011022.cha,4088
21292,Lily,22,"oh , and who's this ?",oh and who's this?,4,6,4,4,4,4,4,,Lily/011022.cha,4096
21293,Lily,22,"he's , Humpty Dumpty fell of the wall , you're right . 2316398_2319320",he's Humpty Dumpty fell of the wall you're right.,9,14,11,12,11,11,9,,Lily/011022.cha,4104
21294,Lily,22,uhoh .,uhoh.,1,1,2,2,2,2,1,,Lily/011022.cha,4112
21295,Lily,22,"he went boom off the wall , you're right . 2325341_2327238",he went boom off the wall you're right.,8,11,8,9,8,8,8,,Lily/011022.cha,4120
21296,Lily,22,that's right .,that's right.,2,3,2,2,2,2,2,,Lily/011022.cha,4128
